vocab_id,vocab_new_id,word,old_meaning_ko,new_meaning_ko,reasons
349,1733,compact,"1. 아담한 2. 빽빽한         계약, 협정","아담한; 빽빽한 계약, 협정",numbered_markers_removed|wide_space_normalized
1780,1735,texture,"1. 조직, 구성 2. 결, 감촉","조직, 구성; 결, 감촉",numbered_markers_removed|wide_space_normalized
757,1738,flourish,"1. 번창하다, 번성하다 2. 건강하다","번창하다, 번성하다; 건강하다",numbered_markers_removed|wide_space_normalized
1823,1740,transport,"수송하다, 나르다        수송, 운송","수송하다, 나르다 수송, 운송",wide_space_normalized
12,1741,abrupt,"1. 돌연한, 갑작스러운 2. 퉁명스러운","돌연한, 갑작스러운; 퉁명스러운",numbered_markers_removed|wide_space_normalized
2027,1747,blast,"명 1. 강한 바람 2. 폭발       동 폭발하다, 폭발시키다","명 강한 바람; 폭발 동 폭발하다, 폭발시키다",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1546,1751,secure,"안전한, 안정된            1. 안전하게 하다 2. 확보하다","안전한, 안정된; 안전하게 하다; 확보하다",numbered_markers_removed|wide_space_normalized
2065,1755,chamber,명 (특정 목적의) -실(室) (= hall); (의회의) 회의실,명 (특정 목적의) -실(室); (의회의) 회의실,english_parenthetical_removed|wide_space_normalized
558,1757,disability,"1. 장애, 불리한 조건 2. 무력","장애, 불리한 조건; 무력",numbered_markers_removed|wide_space_normalized
318,1758,collapse,"1. (가격이) 폭락하다 2. 무너지다, 붕괴하다","(가격이) 폭락하다; 무너지다, 붕괴하다",numbered_markers_removed|wide_space_normalized
1925,1759,withstand,(withstood - withstood) 1. 견디다 2. 저항하다,견디다; 저항하다,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
2049,1760,burn up,1. 완전히 타버리다 2. 몹시 열이 나다,완전히 타버리다; 몹시 열이 나다,numbered_markers_removed|wide_space_normalized
1640,1768,stale,1. 신선하지 않은 2. 상한,신선하지 않은; 상한,numbered_markers_removed|wide_space_normalized
553,1773,dimension,1. 치수 2. 측면 ( aspect) 3. 【수학·물리】 차원,치수; 측면; 【수학·물리】 차원,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
573,1776,dismiss,1. 해고하다 2. 묵살하다 3. 해산시키다,해고하다; 묵살하다; 해산시키다,numbered_markers_removed|wide_space_normalized
905,1782,illustrate,1. (예를 들어) 설명하다 2. 삽화를 넣다,(예를 들어) 설명하다; 삽화를 넣다,numbered_markers_removed|wide_space_normalized
1361,1783,profound,1. (영향·효과 등이) 강한 2. (사상·의미 등이) 심오한 3. 깊은,(영향·효과 등이) 강한; (사상·의미 등이) 심오한; 깊은,numbered_markers_removed|wide_space_normalized
2087,1785,comprise,"동 구성하다, 이루다 (= compose)","동 구성하다, 이루다",english_parenthetical_removed|wide_space_normalized
607,1788,drift,1. 표류 2. 퇴적물 3. 일반적인 경향              1. 떠돌다 2. 방황하다,표류; 퇴적물; 일반적인 경향; 떠돌다; 방황하다,numbered_markers_removed|wide_space_normalized
1631,1789,split,(split - split) 1. 분열되다[시키다] 2. 나뉘다[나누다] 3. 쪼개지다,분열되다[시키다]; 나뉘다[나누다]; 쪼개지다,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
2552,1790,proposal,"명 1. 제안(서), 제의 2. 청혼","명 제안(서), 제의; 청혼",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1443,1791,reject,"거절하다, 거부하다 (        accept)","거절하다, 거부하다",english_parenthetical_removed|wide_space_normalized
6269,1792,reject,거절하다 (reject의 오타),거절하다,english_parenthetical_removed|wide_space_normalized
206,1793,board,1. 판자 2. (게시)판 3. 위원회        탑승하다,판자; (게시)판; 위원회 탑승하다,numbered_markers_removed|wide_space_normalized
1707,1794,suit,"1. 적합하다, 알맞다 2. 어울리다                 1. 정장 2. 소송 ( lawsuit)","적합하다, 알맞다; 어울리다; 정장; 소송",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1889,1795,vessel,"1. 배, 선박 2. 용기, 그릇","배, 선박; 용기, 그릇",numbered_markers_removed|wide_space_normalized
498,1796,decline,"1. 줄어들다, 감소하다 2. 거절하다                감소, 하락","줄어들다, 감소하다; 거절하다 감소, 하락",numbered_markers_removed|wide_space_normalized
450,1800,counterfeit,"위조하다         위조의, 가짜의 (    fake)","위조하다 위조의, 가짜의",english_parenthetical_removed|wide_space_normalized
626,1802,edible,"먹을 수 있는, 식용의 (        inedible)","먹을 수 있는, 식용의",english_parenthetical_removed|wide_space_normalized
1404,1806,ragged,1. 누더기의 2. 초라한,누더기의; 초라한,numbered_markers_removed|wide_space_normalized
2209,1809,enchant,"동 1. 황홀하게 하다, 매혹하다 (= attract) 2. 마술을 걸다","동 황홀하게 하다, 매혹하다; 마술을 걸다",english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1283,1810,perform,"1. 수행하다 2. 공연하다, 연주하다 3. 작동하다","수행하다; 공연하다, 연주하다; 작동하다",numbered_markers_removed|wide_space_normalized
246,1811,burst,"(burst - burst) 1. 터지다 2. 불쑥 가다[오다] 3. 가득 차다, 터질 듯하다","터지다; 불쑥 가다[오다]; 가득 차다, 터질 듯하다",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1091,1813,lure,"유혹하다, 유인하다           유혹물, 매력","유혹하다, 유인하다 유혹물, 매력",wide_space_normalized
522,1815,depress,"1. 낙담시키다, 우울하게 하다 2. 불경기로 만들다","낙담시키다, 우울하게 하다; 불경기로 만들다",numbered_markers_removed|wide_space_normalized
1704,1817,suck,"1. 빨다 2. 빨아들이다, 흡수하다","빨다; 빨아들이다, 흡수하다",numbered_markers_removed|wide_space_normalized
1333,1818,premature,"1. 너무 이른, 시기상조의 2. 조산의","너무 이른, 시기상조의; 조산의",numbered_markers_removed|wide_space_normalized
455,1820,crawl,1. 기어가다 2. 서행하다        서행,기어가다; 서행하다 서행,numbered_markers_removed|wide_space_normalized
338,1821,comfort,"1. 위로, 위안 2. 편안함 ( relief)           1. 위로하다 2. 편하게 하다","위로, 위안; 편안함; 위로하다; 편하게 하다",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
158,1823,average,"1. 평균 2. 표준, 보통 수준          평균의, 보통의","평균; 표준, 보통 수준 평균의, 보통의",numbered_markers_removed|wide_space_normalized
1400,1824,quote,"인용하다, 일부를 발췌해서 쓰다             인용구[문]","인용하다, 일부를 발췌해서 쓰다 인용구[문]",wide_space_normalized
102,1825,applaud,1. 박수갈채하다 ( clap) 2. 칭찬하다,박수갈채하다; 칭찬하다,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1774,1826,tense,1. 긴장한 2. 팽팽한         【문법】 시제,긴장한; 팽팽한 【문법】 시제,numbered_markers_removed|wide_space_normalized
143,1827,atmosphere,1. ((the ~)) 대기(권) 2. 분위기,() 대기(권); 분위기,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1318,1835,portrait,"1. 초상(화), 인물 사진 2. 묘사","초상(화), 인물 사진; 묘사",numbered_markers_removed|wide_space_normalized
1489,1837,retreat,"후퇴, 철수        물러서다, 후퇴하다","후퇴, 철수 물러서다, 후퇴하다",wide_space_normalized
503,1838,defeat,"패배시키다, 쳐부수다          패배","패배시키다, 쳐부수다 패배",wide_space_normalized
1007,1841,invade,"1. 침략하다, 침입하다 2. 침해하다","침략하다, 침입하다; 침해하다",numbered_markers_removed|wide_space_normalized
393,1842,conquer,1. 정복하다 2. 이기다 3. (어려움 등을) 극복하다,정복하다; 이기다; (어려움 등을) 극복하다,numbered_markers_removed|wide_space_normalized
528,1843,designate,"1. 지정하다, 지명하다 2. (기호를 써서) 표시하다","지정하다, 지명하다; (기호를 써서) 표시하다",numbered_markers_removed|wide_space_normalized
2680,1845,swamp,"명 늪, 습지 (= marsh) 동 (큰 파도 등이) 뒤덮다","명 늪, 습지 동 (큰 파도 등이) 뒤덮다",english_parenthetical_removed|wide_space_normalized
1983,1847,arctic,명 ((the A-)) 북극 (지방) (= the North Pole) 형 북극의,명 () 북극 (지방) 형 북극의,english_parenthetical_removed|wide_space_normalized
111,1849,approximate,1. 가까운 2. 대략의         (~에) 가깝다,가까운; 대략의 (~에) 가깝다,numbered_markers_removed|wide_space_normalized
321,1850,colony,1. 식민지 2. 집단,식민지; 집단,numbered_markers_removed|wide_space_normalized
92,1851,antarctic,"((the A~)) 남극 지방, 남극        남극의","() 남극 지방, 남극 남극의",english_parenthetical_removed|wide_space_normalized
1648,1854,starve,"1. 굶주리다, 굶어 죽다 2. 굶기다 3. 갈망하다","굶주리다, 굶어 죽다; 굶기다; 갈망하다",numbered_markers_removed|wide_space_normalized
1592,1855,slaughter,대학살      1. 대학살하다 2. (가축을) 도살하다,대학살; 대학살하다; (가축을) 도살하다,numbered_markers_removed|wide_space_normalized
173,1861,basin,1. 대야 2. 세면대,대야; 세면대,numbered_markers_removed|wide_space_normalized
37,1862,activate,"작동시키다, 활성화하다 (          deactivate)","작동시키다, 활성화하다",english_parenthetical_removed|wide_space_normalized
262,1864,carrier,1. 운반인 2. 운반기 3. 보균자 4. 운수 회사,운반인; 운반기; 보균자; 운수 회사,numbered_markers_removed|wide_space_normalized
1952,1867,aerial,"형 1. 대기의, 공기의; 공중의 2. 항공(기)의","형 대기의, 공기의; 공중의; 항공(기)의",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1218,1876,occur,"1. 일어나다, 생기다 2. (생각 등이) 떠오르다 3. 존재하다, 발견되다","일어나다, 생기다; (생각 등이) 떠오르다; 존재하다, 발견되다",numbered_markers_removed|wide_space_normalized
470,1883,cue,"신호, 단서        신호를 주다, 지시를 보내다","신호, 단서 신호를 주다, 지시를 보내다",wide_space_normalized
1900,1887,vocation,"1. 천직, 직업 2. 사명감","천직, 직업; 사명감",numbered_markers_removed|wide_space_normalized
1608,1893,soluble,"1. 녹는, 용해할 수 있는 2. 해결할 수 있는","녹는, 용해할 수 있는; 해결할 수 있는",numbered_markers_removed|wide_space_normalized
840,1896,gradual,"점진적인, 차츰 ~하는 (          sudden)","점진적인, 차츰 ~하는",english_parenthetical_removed|wide_space_normalized
238,1898,build on,1. ~을 기반으로 하다 2. (~에) 증축하다,~을 기반으로 하다; (~에) 증축하다,numbered_markers_removed|wide_space_normalized
2673,1899,subtract,"동 공제하다, 빼다 (↔ add 더하다)","동 공제하다, 빼다",english_parenthetical_removed|wide_space_normalized
2718,1901,undermine,"동 (자신감, 능력 등을) 약화시키다 (= weaken) (↔ strengthen 강화하다[되다])","동 (자신감, 능력 등을) 약화시키다",english_parenthetical_removed|wide_space_normalized
1945,1902,account for,"1. 설명하다 2. (~의) 이유[원인]가 되다 3. (부분, 비율을) 차지하다","설명하다; (~의) 이유[원인]가 되다; (부분, 비율을) 차지하다",numbered_markers_removed|wide_space_normalized
1169,1905,mumble,중얼거림          중얼중얼 말하다,중얼거림 중얼중얼 말하다,wide_space_normalized
1599,1907,soar,"1. 급등하다 2. 날아오르다, 하늘 높이 날다","급등하다; 날아오르다, 하늘 높이 날다",numbered_markers_removed|wide_space_normalized
1669,1909,stir,"1. 휘젓다, 뒤섞다 2. 움직이다 3. 마음을 흔들다","휘젓다, 뒤섞다; 움직이다; 마음을 흔들다",numbered_markers_removed|wide_space_normalized
322,1912,combat,"전투        싸우다, 투쟁하다","전투 싸우다, 투쟁하다",wide_space_normalized
1598,1917,soak,1. 흠뻑 적시다 2. 담그다[담기다],흠뻑 적시다; 담그다[담기다],numbered_markers_removed|wide_space_normalized
1363,1920,prohibit,1. 금지하다 2. ~하지 못하게 하다,금지하다; ~하지 못하게 하다,numbered_markers_removed|wide_space_normalized
165,1922,ban,금지하다 (      prohibit)      금지,금지하다 금지,english_parenthetical_removed|wide_space_normalized
2332,1925,impair,"동 손상시키다, 악화시키다 (↔ improve 개선하다)","동 손상시키다, 악화시키다",english_parenthetical_removed|wide_space_normalized
2221,1935,equator,명 ((the -)) (지구의) 적도,명 () (지구의) 적도,english_parenthetical_removed
919,1936,imply,"1. 내포하다, 함축하다 2. 암시하다","내포하다, 함축하다; 암시하다",numbered_markers_removed|wide_space_normalized
159,1939,award,"상, 상품      수여하다","상, 상품 수여하다",wide_space_normalized
66,1943,agony,1. 극심한 고통 2. 극도의 슬픔,극심한 고통; 극도의 슬픔,numbered_markers_removed|wide_space_normalized
1390,1946,pursue,1. 추구하다 2. 뒤쫓다,추구하다; 뒤쫓다,numbered_markers_removed|wide_space_normalized
1259,1947,pale,"1. 핏기 없는, 창백한 2. (색깔이) 옅은 ( light)","핏기 없는, 창백한; (색깔이) 옅은",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1241,1949,outdo,"(outdid - outdone) ~보다 뛰어나다, 능가하다","~보다 뛰어나다, 능가하다",english_parenthetical_removed|wide_space_normalized
1718,1952,supplement,"보완하다         보완, 보충","보완하다 보완, 보충",wide_space_normalized
38,1954,active,1. 적극적인 2. 활동적인 ( inactive),적극적인; 활동적인,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1734,1956,sweep,"(swept - swept) 1. 청소하다, 쓸다 2. 몰아가다","청소하다, 쓸다; 몰아가다",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1921,1962,whisper,속삭이다       속삭임,속삭이다 속삭임,wide_space_normalized
1580,1964,shudder,"(공포·추위로) 떨다, 몸서리치다           떨림","(공포·추위로) 떨다, 몸서리치다 떨림",wide_space_normalized
2082,1965,compassion,"명 동정(심), 연민 (= pity)","명 동정(심), 연민",english_parenthetical_removed|wide_space_normalized
31,1974,acknowledge,"1. 인정하다, 승인하다 2. 감사를 표하다","인정하다, 승인하다; 감사를 표하다",numbered_markers_removed|wide_space_normalized
1670,1978,stitch,"한 바늘, 한 땀      꿰매어 깁다","한 바늘, 한 땀 꿰매어 깁다",wide_space_normalized
2524,1981,plead,동 1. (피고가 재판에서 자신의 유무죄를) 주장하다 2. 변호하다,동 (피고가 재판에서 자신의 유무죄를) 주장하다; 변호하다,numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
2516,1984,pick out,"1. 고르다, 집어내다 2. 알아내다, 분간하다 (= identify)","고르다, 집어내다; 알아내다, 분간하다",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1267,1985,pass out,"1. 의식을 잃다, 기절하다 2. 배포하다","의식을 잃다, 기절하다; 배포하다",numbered_markers_removed|wide_space_normalized
839,1987,grace,"1. 우아함 2. 품위 3. (신의) 은혜, 은총","우아함; 품위; (신의) 은혜, 은총",numbered_markers_removed|wide_space_normalized
163,1989,balance,1. 균형 2. 잔액 3. 저울         균형을 잡다,균형; 잔액; 저울 균형을 잡다,numbered_markers_removed|wide_space_normalized
836,1990,gorgeous,"1. 매력적인, 멋진 2. 호화로운","매력적인, 멋진; 호화로운",numbered_markers_removed|wide_space_normalized
761,1996,folk,"1. 사람들 2. ((~s)) 가족, 친척          1. 민속의 2. 민간의","사람들; () 가족, 친척; 민속의; 민간의",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
697,1997,exotic,1. 외래의 2. 이국풍의,외래의; 이국풍의,numbered_markers_removed|wide_space_normalized
1041,1999,lay,"(laid - laid) 1. 놓다, 두다 2. (알을) 낳다","놓다, 두다; (알을) 낳다",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
181,2008,be possessed of,1. (재능을) 갖추다 2. (성품을) 지니다,(재능을) 갖추다; (성품을) 지니다,numbered_markers_removed|wide_space_normalized
1121,2010,maternity,"어머니임, 모성           임산부의","어머니임, 모성 임산부의",wide_space_normalized
5632,2011,diet,"식단, 다이어트 (diet의 오타)","식단, 다이어트",english_parenthetical_removed|wide_space_normalized
2153,2012,diet,명 1. 식습관; 식사 2. 식이요법; 다이어트               동 다이어트하다,명 식습관; 식사; 식이요법; 다이어트 동 다이어트하다,numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
1916,2015,weave,"(wove - woven) (천을) 짜다, 엮다        짜기, 엮는 법","(천을) 짜다, 엮다 짜기, 엮는 법",english_parenthetical_removed|wide_space_normalized
1019,2016,jealous,1. 질투가 많은 2. 투기하는,질투가 많은; 투기하는,numbered_markers_removed|wide_space_normalized
657,2019,endow,"1. (돈 등을) 기부하다 ( donate) 2. (재능·권리 등을) 주다, 부여하다","(돈 등을) 기부하다; (재능·권리 등을) 주다, 부여하다",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
256,2021,capable,1. ~할 수 있는 2. 유능한,~할 수 있는; 유능한,numbered_markers_removed|wide_space_normalized
193,2022,bilingual,2개 국어를 구사할 수 있는            2개 국어 구사자,2개 국어를 구사할 수 있는 2개 국어 구사자,wide_space_normalized
277,2035,celebrity,1. 유명 인사 ( star) 2. 명성,유명 인사; 명성,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
229,2039,brilliant,"1. 훌륭한, 멋진 2. 명석한 3. 빛나는, 아주 밝은","훌륭한, 멋진; 명석한; 빛나는, 아주 밝은",numbered_markers_removed|wide_space_normalized
910,2041,immerse,"1. 담그다, 적시다 2. 열중[몰두]시키다","담그다, 적시다; 열중[몰두]시키다",numbered_markers_removed|wide_space_normalized
2001,2045,aural,"형 청각의, 귀의 (= auditory)","형 청각의, 귀의",english_parenthetical_removed|wide_space_normalized
123,2046,artificial,"1. 인공의, 인조의 2. (행동이) 거짓인, 꾸민","인공의, 인조의; (행동이) 거짓인, 꾸민",numbered_markers_removed|wide_space_normalized
1593,2048,slender,"1. 가느다란, 날씬한 2. 가냘픈, 연약한","가느다란, 날씬한; 가냘픈, 연약한",numbered_markers_removed|wide_space_normalized
2253,2055,feminine,"형 여성의, 여성스러운 (↔ masculine 남성의, 남자다운)","형 여성의, 여성스러운",english_parenthetical_removed|wide_space_normalized
813,2060,get over,"1. 극복하다 2. 낫다, 회복하다","극복하다; 낫다, 회복하다",numbered_markers_removed|wide_space_normalized
823,2061,glare,1. 노려보다 2. 번쩍번쩍 빛나다          1. 노려봄 2. 눈부신 빛,노려보다; 번쩍번쩍 빛나다; 노려봄; 눈부신 빛,numbered_markers_removed|wide_space_normalized
1899,2063,vivid,"생생한, 선명한 (         vague)","생생한, 선명한",english_parenthetical_removed|wide_space_normalized
784,2066,frown,눈살을 찌푸리다         찌푸린 얼굴,눈살을 찌푸리다 찌푸린 얼굴,wide_space_normalized
779,2067,fragment,"파편, 조각        산산이 부수다[부서지다]","파편, 조각 산산이 부수다[부서지다]",wide_space_normalized
2218,2071,envision,"동 (바라는 일을) 마음속에 그리다, 상상하다 (= visualize, imagine)","동 (바라는 일을) 마음속에 그리다, 상상하다",english_parenthetical_removed|wide_space_normalized
284,2073,charity,1. 자선 2. 기부 3. 모금,자선; 기부; 모금,numbered_markers_removed|wide_space_normalized
1869,2074,utter,"(입 밖에) 내다, 말하다          완전한, 전적인","(입 밖에) 내다, 말하다 완전한, 전적인",wide_space_normalized
1394,2078,put in for,1. ~을 신청하다 2. 요청하다,~을 신청하다; 요청하다,numbered_markers_removed|wide_space_normalized
468,2079,cry out,1. 크게 소리치다 2. 강력히 항의[반대]하다,크게 소리치다; 강력히 항의[반대]하다,numbered_markers_removed|wide_space_normalized
1972,2080,antique,"명 (귀중한) 골동품 형 골동품인; 고대의, 옛날의 (= ancient)","명 (귀중한) 골동품 형 골동품인; 고대의, 옛날의",english_parenthetical_removed|wide_space_normalized
311,2081,clutch,"꽉 잡다, 부여잡다 (     grip)","꽉 잡다, 부여잡다",english_parenthetical_removed|wide_space_normalized
1872,2082,vacuum,"1. 진공 2. (자리·마음 등의) 공백, 공허","진공; (자리·마음 등의) 공백, 공허",numbered_markers_removed|wide_space_normalized
260,2084,care for,1. 돌보다 2. 좋아하다,돌보다; 좋아하다,numbered_markers_removed|wide_space_normalized
1976,2085,appearance,"명 1. 외모, (겉)모습 (= look)    2. 출현, 등장","명 외모, (겉)모습; 출현, 등장",english_parenthetical_removed|numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
2075,2086,come down with,(병에) 걸리다(= contract),(병에) 걸리다,english_parenthetical_removed
2051,2087,burst out,"1. 갑자기 ~하기 시작하다 2. 외치다, 버럭 소리를 지르다 (= shout)","갑자기 ~하기 시작하다; 외치다, 버럭 소리를 지르다",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
233,2089,bring up,"1. ~을 기르다, 양육하다 2. 제기하다","~을 기르다, 양육하다; 제기하다",numbered_markers_removed|wide_space_normalized
395,2094,conscious,"1. 의식하는, 자각하는 2. 의식이 있는 3. 의도적인","의식하는, 자각하는; 의식이 있는; 의도적인",numbered_markers_removed|wide_space_normalized
149,2095,attend to,1. ~에 주의를 기울이다 2. ~을 돌보다,~에 주의를 기울이다; ~을 돌보다,numbered_markers_removed|wide_space_normalized
130,2096,assert,1. 주장하다 2. 단언하다,주장하다; 단언하다,numbered_markers_removed|wide_space_normalized
104,2097,apply for,1. 신청하다 2. 지원하다,신청하다; 지원하다,numbered_markers_removed|wide_space_normalized
51,2098,adore,"1. 동경[흠모]하다, 아주 좋아하다 2. 숭배하다","동경[흠모]하다, 아주 좋아하다; 숭배하다",numbered_markers_removed|wide_space_normalized
1006,2099,intuition,"1. 직관력 2. 직감, 직관","직관력; 직감, 직관",numbered_markers_removed|wide_space_normalized
34,2100,acquire,"1. 얻다, 습득하다 2. 획득하다","얻다, 습득하다; 획득하다",numbered_markers_removed|wide_space_normalized
258,2103,capital,1. 수도 2. 자본 3. 대문자              1. 대문자의 2. 자본의 3. 사형의,수도; 자본; 대문자; 대문자의; 자본의; 사형의,numbered_markers_removed|wide_space_normalized
1782,2106,theorize,(이론·학설 등을) 세우다 (            hypothesize),(이론·학설 등을) 세우다,english_parenthetical_removed|wide_space_normalized
1461,2110,replicate,"1. 복제하다, 모사하다 2. 자기 복제를 하다","복제하다, 모사하다; 자기 복제를 하다",numbered_markers_removed|wide_space_normalized
1362,2111,progress,"1. 진행, 진전 2. 진보, 발달        1. 진행되다 2. 진보하다 3. 나아가다","진행, 진전; 진보, 발달; 진행되다; 진보하다; 나아가다",numbered_markers_removed|wide_space_normalized
584,2114,dissolve,1. 녹다[녹이다] 2. 해산하다,녹다[녹이다]; 해산하다,numbered_markers_removed|wide_space_normalized
2654,2119,staple,"형 주된, 주요한        명 1. 주식(主食) 2. (한 국가의) 주요 산물","형 주된, 주요한 명 주식(主食); (한 국가의) 주요 산물",numbered_markers_removed|pos_marker_spacing_fixed|wide_space_normalized
841,2120,grain,"1. 곡식알, 낟알 2. 곡물, 곡류","곡식알, 낟알; 곡물, 곡류",numbered_markers_removed|wide_space_normalized
1108,2128,manual,"1. 육체노동의 2. 수동의          소책자, 설명서","육체노동의; 수동의 소책자, 설명서",numbered_markers_removed|wide_space_normalized
248,2142,by-product,1. 부산물 2. 부차적 결과,부산물; 부차적 결과,numbered_markers_removed|wide_space_normalized
509,2144,degrade,"1. 비하하다, 지위를 떨어뜨리다 2. 분해하다[되다]","비하하다, 지위를 떨어뜨리다; 분해하다[되다]",numbered_markers_removed|wide_space_normalized
1430,2161,refer,"1. 언급하다 2. 참고하다, 참조하다 3. 나타내다","언급하다; 참고하다, 참조하다; 나타내다",numbered_markers_removed|wide_space_normalized
194,2165,bill,"1. 계산서, 청구서 2. 지폐 3. 법안 4. (새의) 부리","계산서, 청구서; 지폐; 법안; (새의) 부리",numbered_markers_removed|wide_space_normalized
1191,2166,notify,"통보하다, 알리다 (        inform)","통보하다, 알리다",english_parenthetical_removed|wide_space_normalized
615,2167,duplicate,똑같은          사본     1. 복사하다 2. 되풀이하다,똑같은 사본; 복사하다; 되풀이하다,numbered_markers_removed|wide_space_normalized
1027,2170,keep to,"1. 지키다, 따르다 2. 이탈하지 않다","지키다, 따르다; 이탈하지 않다",numbered_markers_removed|wide_space_normalized
2313,2174,hold on,(to)                  1. 붙잡다; 견디다 (= hang on (to)) 2. 유지하다; 고수하다,붙잡다; 견디다 (= hang on ); 유지하다; 고수하다,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
832,2176,go on,1. 계속하다 2. (일이) 일어나다,계속하다; (일이) 일어나다,numbered_markers_removed|wide_space_normalized
721,2178,factual,사실에 입각한 (       true    fictional),사실에 입각한,english_parenthetical_removed|wide_space_normalized
650,2184,enclose,1. 둘러싸다 2. 동봉하다,둘러싸다; 동봉하다,numbered_markers_removed|wide_space_normalized
387,2191,confirm,"1. (~이 사실임을) 보여주다 2. (약속 등을) 확인하다, 확정하다","(~이 사실임을) 보여주다; (약속 등을) 확인하다, 확정하다",numbered_markers_removed|wide_space_normalized
2073,2194,come along,"1. 나타나다, 도착하다 2. 동행하다, 함께 가다","나타나다, 도착하다; 동행하다, 함께 가다",numbered_markers_removed|wide_space_normalized
1803,2198,tissue,1. (생물) 조직 2. 화장지 3. 얇은 종이,(생물) 조직; 화장지; 얇은 종이,numbered_markers_removed|wide_space_normalized
14,2199,absorb,1. 흡수하다 2. (정보·지식 등을) 받아들이다 3. 열중하게 하다,흡수하다; (정보·지식 등을) 받아들이다; 열중하게 하다,numbered_markers_removed|wide_space_normalized
2548,2201,prolific,"형 (화가, 작가 등이) 다작하는; ((동식물)) 다산의, 풍부한 (= plentiful)","형 (화가, 작가 등이) 다작하는; ((동식물)) 다산의, 풍부한",english_parenthetical_removed|wide_space_normalized
896,2203,hygiene,1. 위생 2. 위생학,위생; 위생학,numbered_markers_removed|wide_space_normalized
1896,2207,virtue,"1. 미덕, 덕목 2. 장점","미덕, 덕목; 장점",numbered_markers_removed|wide_space_normalized
519,2209,depend on,1. ~에 달렸다 2. 의존하다,~에 달렸다; 의존하다,numbered_markers_removed|wide_space_normalized
1345,2210,primary,1. 주요한 ( main) 2. 최초의,주요한; 최초의,english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
1253,2211,overlap,"1. 겹치다, 포개지다 2. 중복되다","겹치다, 포개지다; 중복되다",numbered_markers_removed|wide_space_normalized
1726,2213,survive,"1. 살아남다, 생존하다 2. (위기 등을) 견뎌 내다","살아남다, 생존하다; (위기 등을) 견뎌 내다",numbered_markers_removed|wide_space_normalized
636,2214,eligible,1. ~을 가질[할] 수 있는 2. 신랑[신부]감으로 좋은,~을 가질[할] 수 있는; 신랑[신부]감으로 좋은,numbered_markers_removed|wide_space_normalized
426,2215,contrary,"반대의, 정반대인          ((the ~)) 반대(되는 것)","반대의, 정반대인 () 반대(되는 것)",english_parenthetical_removed|wide_space_normalized
6055,2217,numerous,수많은 (numerous의 오타),수많은,english_parenthetical_removed|wide_space_normalized
1195,2219,nuclear,1. 핵의 2. 핵무기의,핵의; 핵무기의,numbered_markers_removed|wide_space_normalized
766,2222,foresee,(foresaw - foreseen) 예견하다,예견하다,english_parenthetical_removed|wide_space_normalized
1851,2225,underestimate,1. 과소평가하다 2. (값을) 너무 적게 잡다,과소평가하다; (값을) 너무 적게 잡다,numbered_markers_removed|wide_space_normalized
1915,2227,wear out,"1. ~을 써서 낡게 하다, 닳다 2. 지치게 하다","~을 써서 낡게 하다, 닳다; 지치게 하다",numbered_markers_removed|wide_space_normalized
763,2229,forbid,"(forbade - forbidden) ~을 금지하다, 막다","~을 금지하다, 막다",english_parenthetical_removed|wide_space_normalized
652,2230,encourage,"1. 용기를 북돋우다 2. 장려하다 3. 조장하다, 부추기다","용기를 북돋우다; 장려하다; 조장하다, 부추기다",numbered_markers_removed|wide_space_normalized
958,2233,initial,"처음의, 초기의 (       first)   이름의 첫 글자","처음의, 초기의 이름의 첫 글자",english_parenthetical_removed|wide_space_normalized
1735,2235,swell,"(swelled - swollen) 1. 붓다, 부풀다 2. 증가하다          증가, 팽창","붓다, 부풀다; 증가하다 증가, 팽창",english_parenthetical_removed|numbered_markers_removed|wide_space_normalized
